Precio (ARS),Marca,Modelo,Versión,Año,KM,Color,Combustible,Puertas,Transmisión,Motor,Carrocería,Ubicación,Cilindrada
27500000,Peugeot,208,1.6 Active Pack Tiptronic,2024,500,Gris,Nafta,5,Automática,1.6,Hatchback,Capital Federal - Capital Federal,1.6
26000000,Fiat,Toro,1.8 Freedom 4X2 At,2019,108000,Rojo,Nafta,4,Automática,1.8,Pick-Up,Capital Federal - Capital Federal,1.8
16740000,Suzuki,Vitara,1.6 Jlx T/lonasidekick,1991,240000,Amarillo,Nafta,3,Manual,1.6,SUV,Almirante Brown - Bs.As. G.B.A. Sur,1.6
31500000,Citroën,C5 Aircross,1.6 Thp Eat6 Feel Pack,2021,68383,Azul,Nafta,5,Automática,1.6,SUV,Pilar - Bs.As. G.B.A. Norte,1.6
9672000,Fiat,Palio,1.4 Weekend 2009 Elx,2009,124000,Verde,Nafta,5,Manual,1.4,Rural,San Isidro - Bs.As. G.B.A. Norte,1.4
17900000,Volkswagen,Vento,2.5 Advance Plus 170cv,2016,159084,Plateado,Nafta,4,Manual,2.5,Sedán,Concordia - Entre Ríos,2.5
15500000,Renault,Sandero Stepway,1.6 Privilege 105cv,2016,85000,Negro,Nafta,5,Manual,1.6,Hatchback,Ituzaingó - Bs.As. G.B.A. Oeste,1.6
30200000,Ford,Ranger,3.2 TDI 4X2 DC XLT L19,2019,109007,Gris,Diésel,4,Manual,TURBO DIESEL INYECCION,Pick-Up,Malvinas Argentinas - Bs.As. G.B.A. Norte,
42500000,Nissan,Frontier,2.3T Platinum 4X4 At L22,2023,112000,Blanco,Diésel,4,Automática,2.3,Pick-Up,Cañuelas - Buenos Aires Interior,2.3
18900000,Ford,Fiesta Kinetic,1.6 Se Plus 120cv,2018,44000,Azul,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
31350000,Mercedes-Benz,Clase A,1.6 A200 Urban 156cv,2017,125000,Gris,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
15000000,Ford,Ka,1.5 Sel,2017,125000,Blanco,Nafta,5,Manual,1.5,Hatchback,Capital Federal - Capital Federal,1.5
47500000,Nissan,X-Trail,2.5 Exclusive Cvt Xtronic,2021,36518,Gris,Nafta,5,Automática,2.5,SUV,Capital Federal - Capital Federal,2.5
29500000,Chevrolet,Tracker,1.2 Turbo Mt,2024,4909,Plateado,Nafta,5,Manual,1.2,SUV,Capital Federal - Capital Federal,1.2
26040000,Toyota,Yaris,1.5 107Cv Xls Pack Cvt Sedan,2021,54000,Gris,Nafta,4,Automática,1.5,Sedán,Del Viso - Bs.As. G.B.A. Norte,1.5
17236000,Peugeot,208,1.6 Gti,2014,112000,Blanco,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
18000000,Chevrolet,Onix,1.4 Ltz 98cv,2017,82815,Blanco,Nafta,5,Manual,1.4,Hatchback,Capital Federal - Capital Federal,1.4
16000000,Citroën,Berlingo Multispace,1.6 Xtr Hdi 92cv,2016,145309,Blanco,Diésel,5,Manual,1.6,Monovolumen,Capital Federal - Capital Federal,1.6
25800000,Chevrolet,S10,2.8 Lt Cd Tdci 200cv,2017,157815,Gris,Diésel,4,Manual,2.8,Pick-Up,Tandil - Buenos Aires Interior,2.8
52700000,Toyota,Corolla Cross,1.8 Seg Ecvt,2024,500,Blanco,Híbrido/Nafta,5,Automática,1.8,SUV,Del Viso - Bs.As. G.B.A. Norte,1.8
16740000,Ford,Ka,1.5 S,2020,86000,Negro,Nafta,5,Manual,1.5,Hatchback,Capital Federal - Capital Federal,1.5
16120000,Chevrolet,Spin,1.8 Lt 5as 105cv,2016,153000,Gris,Nafta/GNC,5,Manual,1.8,Monovolumen,San Isidro - Bs.As. G.B.A. Norte,1.8
36600000,Volkswagen,Tiguan Allspace,1.4 TSI 250 DSG,2020,99000,Blanco,Nafta,5,Automática,1.4 TSI,SUV,Lomas De Zamora - Bs.As. G.B.A. Sur,1.4
18972000,Ford,Focus III,2.0 Sedan Titanium At6,2016,105000,Blanco,Nafta,4,Automática,2.0,Sedán,Avellaneda - Bs.As. G.B.A. Sur,2.0
18600000,Volkswagen,Up!,1.0 Pepper 101cv,2017,73000,Gris,Nafta,5,Manual,1.0,Hatchback,Avellaneda - Bs.As. G.B.A. Sur,1.0
14260000,Hyundai,Tucson,2.0 Gl 5mt 2wd,2013,160000,Gris,Nafta,5,Manual,2.0,SUV,Capital Federal - Capital Federal,2.0
23436000,Toyota,Hilux Pick-Up,2.5 Cd Dx Pack I 120cv 4x4,2013,180000,Blanco,Diésel,4,Manual,2.5,Pick-Up,Lomas De Zamora - Bs.As. G.B.A. Sur,2.5
29500000,Kia,Sportage,2.0 Ex 4X2 6At,2017,56831,Blanco,Nafta,5,Automática,2.0,SUV,Capital Federal - Capital Federal,2.0
35340000,Toyota,Yaris,1.5 107Cv S Cvt,2024,500,No disponible,Nafta,5,Automática,1.5,Hatchback,Pilar - Bs.As. G.B.A. Norte,1.5
48980000,Volkswagen,Amarok,3.0 V6 Cd Highline,2022,80000,No disponible,Diésel,4,Automática,3.0,Pick-Up,Pilar - Bs.As. G.B.A. Norte,3.0
37800000,Jeep,Renegade,1.3 Serie-S At6,2024,1000,Gris,Nafta,5,Automática,1.3,SUV,Hurlingham - Bs.As. G.B.A. Oeste,1.3
14000000,Peugeot,208,1.5 Allure Touchscreen,2015,145076,Gris,Nafta,5,Manual,1.5,Hatchback,Capital Federal - Capital Federal,1.5
9000000,Chevrolet,Meriva,1.8 Gl Plus,2009,138107,Gris,Nafta,5,Manual,1.8,Monovolumen,Capital Federal - Capital Federal,1.8
26000000,Chevrolet,Cruze 5,1.4 Premier  At 5P,2021,135000,Violeta,Nafta,5,Automática,1.4,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.4
14260000,Renault,Fluence,2.0 Ph2 Luxe 143cv,2016,120000,Gris,Nafta/GNC,4,Manual,2.0,Sedán,La Matanza - Bs.As. G.B.A. Oeste,2.0
52078760,RAM,1500,5.7 Laramie Atx V8,2020,93000,Gris,Nafta,4,Automática,5.7,Pick-Up,Capital Federal - Capital Federal,5.7
26900000,Volkswagen,Amarok,2.0 Cd Tdi 140cv Trendline,2021,65000,Plateado,Diésel,4,Manual,2.0,Pick-Up,Capital Federal - Capital Federal,2.0
16200000,Renault,Sandero Stepway,1.6 Privilege 105cv,2016,75260,Blanco,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
47000000,Audi,A5 Sportback,2.0 Tfsi Stronic Quattro 230cv,2018,69187,Gris,Nafta,3,Automática,2.0,Hatchback,Capital Federal - Capital Federal,2.0
41000000,Volkswagen,Tiguan Allspace,2.0 Tsi Highline Dsg,2018,85000,Gris,Nafta,5,Automática,2.0,SUV,Capital Federal - Capital Federal,2.0
11532000,Volkswagen,Golf,1.8 Turbo Gti,2000,194000,Negro,Nafta,5,Manual,1.8,Hatchback,Ituzaingó - Bs.As. G.B.A. Oeste,1.8
29000000,Ford,Ranger,2.0 Cd 4X4 Xlt At 210Cv,2024,1850,No disponible,Diésel,4,Automática,2.0,Pick-Up,Moreno - Bs.As. G.B.A. Oeste,2.0
18352000,Peugeot,2008,1.6 Feline,2016,81000,Blanco,Nafta,5,Manual,1.6,SUV,Avellaneda - Bs.As. G.B.A. Sur,1.6
29140000,Toyota,Land Cruiser,3.0 Prado,2004,365000,Dorado,Diésel,5,Manual,3.0,SUV,Vicente López - Bs.As. G.B.A. Norte,3.0
33058400,Chevrolet,S10,2.8 Ls Cd Tdci 200cv,2021,63000,Gris,Diésel,4,Manual,2.8,Pick-Up,Castelar - Bs.As. G.B.A. Oeste,2.8
17000000,Ford,Focus III,1.6 S,2016,121937,Rojo,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
14490000,Renault,Duster,1.6 4x2 Confort Abs 110cv,2013,99167,Gris,Nafta,5,Manual,1.6,SUV,Capital Federal - Capital Federal,1.6
36000000,Peugeot,3008,1.6 Gt-line Thp Tiptronic,2019,101000,Azul,Nafta,5,Automática,1.6,SUV,Capital Federal - Capital Federal,1.6
55000000,Volkswagen,Amarok,3.0 V6 Extreme,2024,1234,Gris,Diésel,4,Automática,3.0,Pick-Up,Campana - Buenos Aires Interior,3.0
27000000,Volkswagen,Nuevo Polo,1.6 Tsi 170 Highline,2024,1111,Gris,Nafta,5,Automática,1.0,Hatchback,Capital Federal - Capital Federal,1.0
31500000,Volkswagen,Nivus,1.0 Tsi 200 Comfortline,2024,1111,Azul,Nafta,5,Automática,1.0,SUV,Capital Federal - Capital Federal,1.0
42800000,Volkswagen,Taos,1.4 250 Tsi Highline,2024,1111,Blanco,Nafta,5,Automática,1.4,SUV,Capital Federal - Capital Federal,1.4
28634400,Volkswagen,T-Cross,1.0 200 Tsi Comfortline Aut,2024,1111,Gris,Nafta,5,Automática,1.0,SUV,Capital Federal - Capital Federal,1.0
26660000,Mercedes-Benz,Vito,1.6 111 Cdi Furgon V2 Aa 114cv,2016,335000,Blanco,Diésel,3,Manual,1.6,Furgón,La Plata - Bs.As. G.B.A. Sur,1.6
15500000,Nissan,March,1.6 Active 107cv,2017,60000,Gris,Nafta,5,Manual,1.6,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.6
16900000,Peugeot,2008,1.6 Allure,2017,58000,Blanco,Nafta,5,Manual,1.6,SUV,San Isidro - Bs.As. G.B.A. Norte,1.6
17890000,Peugeot,2008,1.6 Feline Tip,2019,99029,Gris,Nafta,5,Automática,1.6,SUV,Capital Federal - Capital Federal,1.6
15500000,Volkswagen,Bora,1.8 Highline T Tiptronic Cuero,2013,160000,Blanco,Nafta,4,Automática,1.8,Sedán,San Isidro - Bs.As. G.B.A. Norte,1.8
40796000,Audi,Q5,2.0 Tfsi 252cv,2017,155000,Gris,Nafta,5,Automática,2.0,SUV,Capital Federal - Capital Federal,2.0
13822600,Ford,Fiesta Kinetic,1.6 Se 120cv,2015,101193,Blanco,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
20500000,Chery,Tiggo 2,1.5 Luxury,2019,62303,Dorado,Nafta,5,Manual,1.5,SUV,Capital Federal - Capital Federal,1.5
20000000,Citroën,C3,1.6 Vti 115 Live,2021,38888,Plateado,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
31900000,Peugeot,208,1.0T Gt,2024,1000,Blanco,Nafta,5,Automática,1.0,Hatchback,Capital Federal - Capital Federal,1.0
51460000,BMW,Serie 2,2.0 220I Sport Lci 184Cv,2019,46000,Blanco,Nafta,2,Automática,2.0,Coupé,Capital Federal - Capital Federal,2.0
27200000,Fiat,Toro,2.0 Volcano 4x4 At,2018,101000,Blanco,Diésel,4,Automática,2.0,Pick-Up,Lomas De Zamora - Bs.As. G.B.A. Sur,2.0
38300000,Toyota,Hilux,2.4 Cd Sr 150cv 4x2,2023,0,Blanco,Diésel,4,Manual,2.4,Pick-Up,Capital Federal - Capital Federal,2.4
34500000,Chevrolet,Tracker,1.2 Turbo At,2024,5000,Gris,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal,1.2
34500000,Chevrolet,Tracker,1.2 Turbo At,2024,5000,Gris,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal,1.2
12900000,Renault,Duster,1.6 4x2 Dynamique 110cv,2011,129601,Blanco,Nafta,5,Manual,1.6,SUV,Capital Federal - Capital Federal,1.6
31900000,Chevrolet,Tracker,1.2 Premier Turbo At,2021,30569,Rojo,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal,1.2
32018000,Chevrolet,Tracker,1.2 Premier Turbo At,2021,33675,Rojo,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal,1.2
34000000,Subaru,Forester,2.0 Awd Cvt Dynamic,2018,119000,Dorado,Nafta,5,Automática,2.0,SUV,Capital Federal - Capital Federal,2.0
40000000,BMW,X1,2.0 Sdrive 20i Sportline 192cv,2017,82270,Negro,Nafta,5,Manual,2.0,SUV,Capital Federal - Capital Federal,2.0
33400000,Ford,Territory,1.5t Sel,2022,54000,Celeste,Nafta,5,Automática,1.5,SUV,Lomas De Zamora - Bs.As. G.B.A. Sur,1.5
27000000,Kia,Sportage,2.0 Ex 154cv,2016,125280,Blanco,Nafta,5,Manual,2.0,SUV,Capital Federal - Capital Federal,2.0
22940000,Volkswagen,Vento,2.0 Sportline Tsi 200cv Dsg,2014,130000,Negro,Nafta,4,Automática,2.0,Sedán,San Isidro - Bs.As. G.B.A. Norte,2.0
32240000,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x4,2017,133000,Dorado,Diésel,4,Automática,3.2,Pick-Up,San Isidro - Bs.As. G.B.A. Norte,3.2
43400000,Volkswagen,Scirocco,2.0 Tsi 211cv Dsg,2016,69000,Gris,Nafta,2,Automática,2.0,No disponible,La Matanza - Bs.As. G.B.A. Oeste,2.0
30000000,Jeep,Renegade,2.4 Longitude At,2020,67090,Azul,Nafta,5,Automática,2.4,SUV,Capital Federal - Capital Federal,2.4
17112000,Fiat,500,1.4 Lounge 105cv At,2013,175000,Rojo,Nafta,2,Automática,1.4,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.4
51200000,Audi,A6,3.0 Tfsi Stronic Quattro 333cv,2017,67200,Negro,Nafta,4,Automática,3.0,Sedán,Tigre - Bs.As. G.B.A. Norte,3.0
33478760,Toyota,Yaris,1.5 107cv Xls Pack,2023,500,Azul,Nafta,5,Automática,1.5,Hatchback,La Matanza - Bs.As. G.B.A. Oeste,1.5
53613000,Toyota,Hilux Pick-Up,2.8 Cd Srv 204Cv 4X4 At,2024,1000,Rojo,Diésel,4,Automática,2.8,Pick-Up,Capital Federal - Capital Federal,2.8
51100000,Volkswagen,Amarok,3.0 V6 Cd Comfortline,2024,500,Gris,Diésel,4,Automática,3.0,Pick-Up,San Isidro - Bs.As. G.B.A. Norte,3.0
50716000,Audi,A6,3.0 Tfsi Stronic Quattro 333cv,2017,67000,Negro,Nafta,4,Automática,3.0,Sedán,Tigre - Bs.As. G.B.A. Norte,3.0
35960000,BMW,Serie 5,3.0 535ia Executive 306cv Blindado RB3,2011,55000,Gris,Nafta,4,Automática,3.0,Sedán,Capital Federal - Capital Federal,3.0
43762000,Peugeot,5008,1.6 Gt Pack Thp 165Cv,2024,1111,No disponible,Nafta,5,Automática,1.6,Monovolumen,Avellaneda - Bs.As. G.B.A. Sur,1.6
27500000,Ford,Transit,2.2 Furgon Mediano 350m,2024,1000,Blanco,Diésel,2,Manual,2.2,Furgón,Moreno - Bs.As. G.B.A. Oeste,2.2
31900000,Renault,Kangoo,1.6 Sce Stepway,2023,0,Rojo,Nafta,4,Manual,1.6,Monovolumen,Capital Federal - Capital Federal,1.6
17360000,Ford,Ecosport,1.6 Freestyle 110cv 4x2,2015,115000,Blanco,Nafta,5,Manual,1.6,SUV,Avellaneda - Bs.As. G.B.A. Sur,1.6
21000000,Citroën,C4 Cactus,1.6 Vti 115 At6 Shine,2021,95000,Negro,Nafta,5,Automática,1.6,SUV,Capital Federal - Capital Federal,1.6
22500000,Chevrolet,Cruze,1.4 Ltz At Sedan,2019,93605,Blanco,Nafta,4,Automática,1.4,Sedán,Capital Federal - Capital Federal,1.4
19840000,Peugeot,208,1.6 In Concert,2020,45000,Gris,Nafta,5,Manual,1.6,Hatchback,Lanús - Bs.As. G.B.A. Sur,1.6
17500000,Honda,Civic,1.8 Lxs At 140cv,2014,99000,Blanco,Nafta,4,Automática,1.8,Sedán,Capital Federal - Capital Federal,1.8
11780000,Ford,Mondeo,1.8 Titanium Tdci M6,2009,185000,Gris,Diésel,4,Manual,1.8,Sedán,Caseros - Bs.As. G.B.A. Oeste,1.8
41545000,Toyota,Hilux,2.4 Cd Dx 150cv 4x4,2023,0,Blanco,Diésel,4,Manual,2.4,Pick-Up,Capital Federal - Capital Federal,2.4
28396000,Toyota,Yaris,1.5 107Cv Xs Cvt,2024,500,No disponible,Nafta,5,Automática,1.5,Hatchback,Pilar - Bs.As. G.B.A. Norte,1.5
35340000,Audi,A3,2.0 Tfsi Sedan 190cv,2017,110000,Blanco,Nafta,4,Automática,2.0,Sedán,Capital Federal - Capital Federal,2.0
18600000,Ford,Focus III,2.0 Se Plus At6,2016,93000,Gris,Nafta,5,Automática,2.0,Hatchback,Avellaneda - Bs.As. G.B.A. Sur,2.0
13640000,Toyota,Corolla,1.8 Xei At Pack,2008,140000,Dorado,Nafta,4,Automática,1.8,Sedán,Lomas De Zamora - Bs.As. G.B.A. Sur,1.8
35800000,Ford,Kuga,2.0 Sel At,2020,59000,Negro,Nafta,5,Automática,2.0,SUV,Lomas De Zamora - Bs.As. G.B.A. Sur,2.0
40300000,Porsche,Cayenne,3.6 V6 (957),2009,138000,Blanco,Nafta,5,Automática,3.6,SUV,Vicente López - Bs.As. G.B.A. Norte,3.6
19560000,Renault,Kangoo,Ii Express Emotion 1.6 Sce,2023,0,Blanco,Nafta,3,Manual,1.6,Furgón,La Matanza - Bs.As. G.B.A. Oeste,1.6
34773300,Toyota,Hilux,2.4 Cd Dx 150cv 4x2,2023,0,Blanco,Diésel,4,Manual,2.4,Pick-Up,Capital Federal - Capital Federal,2.4
21078760,Volkswagen,Golf Variant,1.4 Highline Tsi Dsg,2015,150000,Blanco,Nafta,5,Automática,1.4,Rural,Capital Federal - Capital Federal,1.4
29410000,Renault,Kangoo,Ii Express Confort 5a 1.6 Sce,2023,0,Gris,Nafta,3,Manual,1.6,Furgón,Capital Federal - Capital Federal,1.6
8680000,Renault,Megane,1.9 I Tric Pack Plus,2009,180000,Blanco,Diésel,4,Manual,1.9,Sedán,San Isidro - Bs.As. G.B.A. Norte,1.9
18600000,Ford,Focus III,2.0 Se Plus At6,2016,99000,Dorado,Nafta,5,Automática,2.0,Hatchback,San Isidro - Bs.As. G.B.A. Norte,2.0
4100000,Chevrolet,LUV,2.3 Pick-up D/cab 4x2,1995,300000,No disponible,Nafta,4,Manual,2.3,Pick-Up,La Matanza - Bs.As. G.B.A. Oeste,2.3
33578000,Chevrolet,S10,2.8 Lt Cd Tdci 200cv 4x4,2021,69240,Blanco,Diésel,4,Manual,2.8,Pick-Up,Capital Federal - Capital Federal,2.8
27050000,Renault,Sandero Stepway,1.6 16v Intense,2023,0,Plateado,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
22090000,Fiat,Strada,1.4 8v Freedom Cd,2023,0,Negro,Nafta,3,Manual,1.4,Pick-Up,San Isidro - Bs.As. G.B.A. Norte,1.4
31900000,Renault,Kangoo,1.6 Sce Stepway,2023,0,Rojo,Nafta,4,Manual,1.6,Monovolumen,Capital Federal - Capital Federal,1.6
15500000,Ford,Falcon,3.0 Lujo,1984,45000,Gris,Nafta,4,Manual,3.0,Sedán,Capital Federal - Capital Federal,3.0
10540000,Ford,Ecosport,2.0 Xlt 4x4,2005,169000,Gris,Nafta,5,Manual,2.0,SUV,Lomas De Zamora - Bs.As. G.B.A. Sur,2.0
5850000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Plateado,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
19100000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Plateado,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
19150000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Negro,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
22000000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Blanco,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
19300000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Blanco,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
21800000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Plateado,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
5950000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Negro,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
19000000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Blanco,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
19400000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Plateado,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
5800000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Negro,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
19700114,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Negro,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
19700113,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Negro,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
19700112,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Blanco,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
21200000,Fiat,Cronos,1.3 Drive Cvt,2023,0,Plateado,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
20902000,Fiat,Cronos,1.3 Drive Cvt,2023,0,Plateado,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
19201067,Fiat,Cronos,1.3 Drive Cvt,2023,0,Negro,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
20950000,Fiat,Cronos,1.3 Drive Cvt,2023,0,Blanco,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
24000000,Fiat,Cronos,1.3 Drive Cvt,2023,0,Plateado,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
20920000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Plateado,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
20900000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Negro,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
19700107,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Blanco,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
23500000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Plateado,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
19400000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Negro,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
18700104,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Blanco,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
23250000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Plateado,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
20950000,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Negro,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
19700099,Fiat,Cronos,1.3 Gse Drive Pack Conectividad,2023,0,Negro,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
32240000,Kia,Sorento,2.2 Ex,2016,141000,Gris,Diésel,5,Automática,2.2,SUV,Tigre - Bs.As. G.B.A. Norte,2.2
22200000,Fiat,Cronos,1.3 Precision Cvt,2023,0,Negro,Nafta,4,Automática,1.3,Sedán,Pilar - Bs.As. G.B.A. Norte,1.3
60760000,Mercedes-Benz,Clase GLC,2.0 Glc250 300 4matic Atomático,2018,107000,Plateado,Nafta,5,Automática,2.0,SUV,Pilar - Bs.As. G.B.A. Norte,2.0
37200000,Mercedes-Benz,Clase C,1.8 C250 Coupe Sport B.efficiency At,2013,61200,No disponible,Nafta,4,Automática,1.8,Sedán,Costa Del Este - Bs.As. Costa Atlántica,1.8
25550000,Volkswagen,Polo,1.6 Msi Highline,2024,2030,Rojo,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
37900000,Volkswagen,Taos,1.4 250 Tsi Comfortline,2024,1200,Gris,Nafta,5,Automática,1.4,SUV,Capital Federal - Capital Federal,1.4
50000000,Renault,Master,2.3 L1h1,2023,0,Blanco,Eléctrico,3,Manual,2.3,Furgón,Capital Federal - Capital Federal,2.3
40300000,Toyota,Corolla,2.0 Seg Cvt 170cv,2022,10000,Blanco,Nafta,4,Automática,2.0,Sedán,La Matanza - Bs.As. G.B.A. Oeste,2.0
42160000,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x4,2021,75000,No disponible,Diésel,4,Automática,3.2,Pick-Up,Capital Federal - Capital Federal,3.2
35272000,Toyota,Corolla,1.8 Hev Xei Ecvt,2023,0,Plateado,Híbrido/Nafta,4,Automática,1.8,Sedán,Capital Federal - Capital Federal,1.8
37990000,Volkswagen,Taos,1.4 250 Tsi Comfortline,2023,0,Plateado,Nafta,5,Automática,1.4,SUV,Zárate - Buenos Aires Interior,1.4
12900000,Fiat,Cronos,1.3 Precision Cvt,2023,0,Gris,Nafta,4,Automática,1.3,Sedán,Avellaneda - Bs.As. G.B.A. Sur,1.3
54315000,Ford,Ranger,XLS 3.0L V6 Diesel Cabina Doble 4WD,2023,0,Plateado,Diésel,4,Automática,Motor 3.0L V6 Turbo diesel con 250 CV 600 Nm de torque,Pick-Up,Ituzaingó - Bs.As. G.B.A. Oeste,3.0
55900000,Jeep,Commander,2.0 Td380 At9 4x4 7pas Overland,2023,0,Gris,Diésel,5,Automática,2.0,SUV,Almirante Brown - Bs.As. G.B.A. Sur,2.0
36600000,Volkswagen,Taos,1.4 250 Tsi Comfortline,2023,0,Gris,Nafta,5,Automática,1.4,SUV,Capital Federal - Capital Federal,1.4
14000000,Volkswagen,Nivus,1.0 Tsi 170 Mt Confortline,2023,0,Azul,Nafta,5,Manual,1.0,SUV,Capital Federal - Capital Federal,1.0
41500000,Nissan,Sentra,2.0 Exclusive,2023,0,Gris,Nafta,4,Automática,2.0,Sedán,Lanús - Bs.As. G.B.A. Sur,2.0
40500000,Nissan,Sentra,2.0 Sr Cvt,2023,0,Blanco,Nafta,4,Automática,2.0,Sedán,Almirante Brown - Bs.As. G.B.A. Sur,2.0
39261800,Nissan,Sentra,2.0 Advance Cvt,2023,0,Gris,Nafta,4,Automática,2.0,Sedán,Quilmes - Bs.As. G.B.A. Sur,2.0
34500000,Nissan,Versa,1.6 Exclusive At,2023,0,Plateado,Nafta,4,Automática,1.6,Sedán,Capital Federal - Capital Federal,1.6
32500000,Nissan,Versa,1.6 Advance At,2023,0,Plateado,Nafta,4,Automática,1.6,Sedán,Lanús - Bs.As. G.B.A. Sur,1.6
31500000,Nissan,Versa,1.6 Advance Mt,2023,0,Gris,Nafta,4,Manual,1.6,Sedán,Almirante Brown - Bs.As. G.B.A. Sur,1.6
55500000,Volkswagen,Vento,2.0 Tsi Gli 211cv App Connect + Nav,2023,0,Gris,Nafta,4,Manual,2.0,Sedán,Capital Federal - Capital Federal,2.0
43771600,Nissan,Frontier,2.3t S 4x4 Mt L22,2023,0,Blanco,Eléctrico,4,Manual,2.3,Pick-Up,Almirante Brown - Bs.As. G.B.A. Sur,2.3
41629600,Nissan,Frontier,2.3bt S 4x2 At L22,2023,0,Blanco,Eléctrico,4,Automática,2.3,Pick-Up,Almirante Brown - Bs.As. G.B.A. Sur,2.3
43771500,Nissan,Frontier,2.3t S 4x4 Mt L22,2023,0,Blanco,Eléctrico,4,Manual,2.3,Pick-Up,Quilmes - Bs.As. G.B.A. Sur,2.3
